"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Name","Locker_Name","Locker Box Door","Locker Size","Address","Location","PopupInfo","Latitude","Longitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac","Status"
"POINT (-73.96141119999999 40.58240690000008)","3","Brooklyn","313","48","46","23","8","Neptune Ave and E 11 St","GoLocker-Atlantic Export","11","M","141 Neptune Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.5824069","-73.9614112","Brighton Beach","AE",,"1","Active"
"POINT (-74.03019782999996 40.62514951000003)","3","Brooklyn","310","47","46","26","11","3 Ave and 84 St","GoLocker- iFix- Bay Ridge","10","S","8319 3rd Ave,Brooklyn, NY 11209","Indoor","GoLocker","40.62514951","-74.03019783","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","21","M","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94373545999997 40.647538360000055)","3","Brooklyn","317","45","42","21","9","Brooklyn Av and Tilden Av","Ideal Food Basket- Brooklyn Ave","19","S","1086 Brooklyn Ave, Brooklyn, NY 11203","Outdoor","GoLocker","40.64753836","-73.94373546","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","1","M","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93811599999998 40.68425428000006)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Hancock St","Natty Garden 2","6","M","383 Marcus Garvey Blvd, Brooklyn, NY 11221","Indoor","GoLocker","40.68425428","-73.938116","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99326999999994 40.68243000000007)","3","Brooklyn","306","39","52","26","10","Smith St and Sackett St","MobiCompu Repair","39","M","279 Smith St,Brooklyn, NY 11231","Indoor","GoLocker","40.68243","-73.99327","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.97825039999998 40.63126100000005)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Infinity Wireless","27","S","4219 18th Avenue, Brooklyn, NY 11218","Indoor","GoLocker","40.631261","-73.9782504","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92680969999998 40.69464010000007)","3","Brooklyn","304","34","53","18","7","Evergreen Ave and Harmon St","GoLocker-GM Bani Grocery Deli Grill","7","M","311 Evergreen Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6946401","-73.9268097","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01109999999994 40.629200000000026)","3","Brooklyn","310","38","49","17","11","Fort Hamilton Pkwy and 68 St","GoLocker- 6723 Convenience Store","45","XL","6723 Fort Hamilton Parkway Brooklyn NY 11219","Indoor","GoLocker","40.6292","-74.0111","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","20","M","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93126132999998 40.754350430000045)","4","Queens","401","26","36","59","7","31 St and 37 Ave","GoLocker-Farm Country of Astoria","27","S","37-15 31 St, Astoria NY 11101","Outdoor","GoLocker","40.75435043","-73.93126133","Queensbridge-Ravenswood-Dutch Kills","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96484999999996 40.58176490000005)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Brighton 7 St","GoLocker-Eastern Grocery","14","S","231 Neptune Ave,Brooklyn NY 11235","Outdoor","GoLocker","40.5817649","-73.96485","Brighton Beach","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","Active"
"POINT (-73.94052126999998 40.71759430000003)","3","Brooklyn","301","34","53","18","7","Kingsland Ave and Withers Ave","GoLocker-Fantasy Deli Grocery","7","M","49 Kingsland Ave, Brooklyn NY 11211","Outdoor","GoLocker","40.7175943","-73.94052127","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91777999999994 40.71121000000005)","4","Queens","405","34","37","12","7","Troutman St and Woodward Av","Sherman Parking","35","M","1870 Troutman Street,Ridgewood,NY 11385","Indoor","GoLocker","40.71121","-73.91778","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95003946999998 40.72401312000005)","3","Brooklyn","301","33","50","59","7","Nassau Ave and Leonard St","GoLocker- Murawski Pharmacy","30","S","94-98 Nassau Ave, Brooklyn, NY 11222","Indoor","GoLocker","40.72401312","-73.95003947","Greenpoint","X","AREA OF MINIMAL FLOOD HAZARD","4","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","28","S","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.97578049999998 40.611654900000076)","3","Brooklyn","311","44","47","17","9","McDonald Ave and Avenue O","GoLocker-Atlas Supermarket","24","L","1701 McDonald Ave, Brooklyn NY 11230","Outdoor","GoLocker","40.6116549","-73.9757805","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","19","S","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-73.96192943999995 40.67831339000003)","3","Brooklyn","308","35","57","25","9","Grand Ave and Bergen St","GoLocker-GB Collision Center","31","S","569 Grand Ave, Brooklyn NY 11238","Outdoor","GoLocker","40.67831339","-73.96192944","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01125527999994 40.63760442000006)","3","Brooklyn","307","43","49","17","10","59 St and 7 Ave","GoLocker-You Fresh Mart","19","S","5822 7th Ave, Brooklyn NY 11220","Outdoor","GoLocker","40.63760442","-74.01125528","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98791622999994 40.76471991000005)","1","Manhattan","104","3","67","47","12","9th Av and W 52nd St","Westside Home Center","17","S","778 9th Ave, New York, NY 10019","Outdoor","GoLocker","40.76471991","-73.98791623","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95754688999995 40.67281957000006)","3","Brooklyn","308","35","57","20","9","Franklin Av and St Johns Pl","Franklin Express Laundry","11","L","770 Franklin Ave, Brooklyn, NY 11238","Indoor","GoLocker","40.67281957","-73.95754689","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92820079999996 40.67103950000006)","3","Brooklyn","308","36","55","20","9","Sterling Pl and Buffalo Ave","GoLocker-Francena Mini Market Food","26","S","1608 Sterling Place, Brooklyn NY 11213","Outdoor","GoLocker","40.6710395","-73.9282008","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02809999999994 40.63166000000007)","3","Brooklyn","310","47","46","26","11","3 Ave and Bay Ridge Pkwy","GoLocker- KeyFood- Bay Ridge","20","M","7414 3rd Ave Brooklyn NY 11209","Outdoor","GoLocker","40.63166","-74.0281","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.90329890999999 40.64836677000005)","3","Brooklyn","318","42","58","19","8","Rockaway Pkwy and Smiths Ln","Americas Food Basket","15","M","1380 Rockaway Pkwy, Brooklyn, NY 11236","Outdoor","GoLocker","40.64836677","-73.90329891","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","3","Active"
"POINT (-74.00171999999998 40.65644000000003)","3","Brooklyn","307","38","51","26","10","4 Av and 32 St","Ocean Eats","3","S","865 4th Ave, Brooklyn, NY 11232","Indoor","GoLocker","40.65644","-74.00172","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.98421959999996 40.61169932000007)","3","Brooklyn","311","43","47","17","11","Bay Pkwy and Bay Ridge Ave","GoLocker- Repairs Bay","25","M","6908 Bay Pkwy, Brooklyn, NY 11204","Indoor","GoLocker","40.61169932","-73.9842196","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.96987256999995 40.643639800000074)","3","Brooklyn","314","39","44","21","9","Coney Island Ave and Beverly Rd","GoLocker-Deli and Grill Corner Town","17","S","563 Coney Island Ave, Brooklyn NY 11218","Outdoor","GoLocker","40.6436398","-73.96987257","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.88959806999998 40.74910896000006)","4","Queens","403","25","39","13","6","37th Av and 77th St","GoLocker- Foodtown Jackson Heights","64","L","76-10 37th Ave, Jackson Heights, NY 11372","Outdoor","GoLocker","40.74910896","-73.88959807","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94373545999997 40.647538360000055)","3","Brooklyn","317","45","42","21","9","Brooklyn Av and Tilden Av","Ideal Food Basket- Brooklyn Ave","14","L","1086 Brooklyn Ave, Brooklyn, NY 11203","Outdoor","GoLocker","40.64753836","-73.94373546","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.90974528999999 40.77756086000005)","4","Queens","401","22","34","12","14","31st St and 21st Av","GoLocker- Astoria","16","L","21-38 31st St, Astoria, NY 11105","Indoor","GoLocker","40.77756086","-73.90974529","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00808176999993 40.64352783000004)","3","Brooklyn","307","43","49","17","10","6th Ave and 51st St","GoLocker- City Fresh Market","27","S","5009 6th Ave, Brooklyn, NY 11220","Outdoor","GoLocker","40.64352783","-74.00808177","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99836325999996 40.610828550000065)","3","Brooklyn","311","43","49","17","11","79 St and 18 Ave","GoLocker-7901 18th Ave","12","S","7901 18th Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.61082855","-73.99836326","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","4","M","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97827769999998 40.63101040000004)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Atlas Express","33","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.6310104","-73.9782777","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97827769999998 40.63101040000004)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Atlas Express","27","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.6310104","-73.9782777","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91612262999996 40.74076491000005)","4","Queens","402","26","37","12","7","49th St and 47th Av","Cosmopolitan Houses- Sunnyside","13","S","47-01 49th Street,Queens, NY 11377","Outdoor","GoLocker","40.74076491","-73.91612263","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01012278999997 40.68007048000004)","3","Brooklyn","306","38","51","26","10","Verona St and Van Brunt St","GoLocker-103 Verona St","5","S","103 Verona St, Brooklyn NY 11231","Outdoor","GoLocker","40.68007048","-74.01012279","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","AE",,"1","Active"
"POINT (-73.96279774999994 40.64171275000007)","3","Brooklyn","314","40","42","21","9","E 17 St and Cortelyou Rd","GoLocker-Cortelyou Gourmet Deli","18","S","1626 Cortelyou Rd, Brooklyn 11226","Outdoor","GoLocker","40.64171275","-73.96279775","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01012278999997 40.68007048000004)","3","Brooklyn","306","38","51","26","10","Verona St and Van Brunt St","GoLocker-103 Verona St","28","S","103 Verona St, Brooklyn NY 11231","Outdoor","GoLocker","40.68007048","-74.01012279","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","AE",,"1","Active"
"POINT (-73.92412426999994 40.770662730000026)","4","Queens","401","22","36","59","14","Newtown Av and Crescent St","GoLocker- Newtown","37","S","2330 Newtown Ave, Long Island City, NY 11102","Outdoor","GoLocker","40.77066273","-73.92412427","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.96408549999995 40.59841620000003)","3","Brooklyn","315","48","45","22","8","Coney Island Ave and Avenue U","GoLocker-Quick Shoppy","24","L","2404 Coney Island Ave, Brooklyn NY 11223","Outdoor","GoLocker","40.5984162","-73.9640855","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","3","Active"
"POINT (-73.91719999999998 40.758317900000065)","4","Queens","401","22","36","12","14","Broadway and 42nd Street","GoLocker-42-03 Broadway","29","S","42-03 Broadway, Long Island City, NY 11103","Outdoor","GoLocker","40.7583179","-73.9172","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","33","S","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-73.97190856999998 40.58029175000007)","3","Brooklyn","313","47","46","23","8","W 5 St and Neptune Ave","GoLocker- 2882 W 5th Street","20","M","2882 W 5th St, Brooklyn, NY 11224","Outdoor","GoLocker","40.58029175","-73.97190857","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.96083494999993 40.65847651000007)","3","Brooklyn","309","40","43","20","9","Flatbush Ave and Chester Ct","GoLocker-Chester Pharmacy","1","M","614 Flatbush Ave, Brooklyn 11225","Outdoor","GoLocker","40.65847651","-73.96083495","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95130156999994 40.650661470000045)","3","Brooklyn","317","40","42","21","9","Church Ave and Lloyd St","GoLocker-Discount Furniture Inc.","20","M","2802 Church Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65066147","-73.95130157","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91711681999993 40.769683360000045)","4","Queens","401","22","36","59","14","Astoria Blvd and 33 St","GoLocker-Astoria Beer and Market","10","S","32-14 Astoria Blvd, Astoria NY 11102","Outdoor","GoLocker","40.76968336","-73.91711682","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92028383999997 40.704783200000065)","3","Brooklyn","304","34","53","18","7","Wyckoff Av and Hart St","KeyFood- Bushwick","2","M","7280 Wyckoff Ave, Brooklyn, NY 11237","Outdoor","GoLocker","40.7047832","-73.92028384","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91223299999996 40.76820780000003)","4","Queens","401","22","36","12","14","Steinway St and Astoria Blvd S","GoLocker- RMA Super Laundromat","9","S","24-46 Steinway Street, Astoria, NY 11103","Indoor","GoLocker","40.7682078","-73.912233","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95317831999995 40.57943116000007)","3","Brooklyn","315","48","45","23","8","Ocean View Ave and West End Ave","GoLocker-Bottega Good Flowers","26","S","97 West End Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.57943116","-73.95317832","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","AE",,"1","Active"
"POINT (-73.95645399999995 40.65496444000007)","3","Brooklyn","314","40","43","20","9","Bedford Av and Clarkson Av","Ideal Food Basket- Bedford Ave","49","S","2036 Bedford Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65496444","-73.956454","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97260284399994 40.58039856000005)","3","Brooklyn","313","47","46","23","8","W 5 St and Neptune Ave","GoLocker-505 Neptune Ave","2","S","505 Neptune Ave, Brooklyn, NY 11224","Outdoor","GoLocker","40.58039856","-73.9726028442","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.90845769999999 40.69149220000003)","3","Brooklyn","304","37","54","18","7","Knickerbocker Ave and Schaefer St","GoLocker-Savs Deli","2","S","856 Knickerbocker Ave, Brooklyn NY 11207","Outdoor","GoLocker","40.6914922","-73.9084577","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","2","S","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.98069999999996 40.71407000000005)","1","Manhattan","103","1","65","27","10","Grand St and Jackson St","Fine Fare Supermarkets-LES","9","S","545 Grand St,New York, NY 10002","Indoor","GoLocker","40.71407","-73.9807","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92028383999997 40.704783200000065)","3","Brooklyn","304","34","53","18","7","Wyckoff Av and Hart St","KeyFood- Bushwick","57","S","7280 Wyckoff Ave, Brooklyn, NY 11237","Outdoor","GoLocker","40.7047832","-73.92028384","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91223299999996 40.76820780000003)","4","Queens","401","22","36","12","14","Steinway St and Astoria Blvd S","GoLocker- RMA Super Laundromat","21","S","24-46 Steinway Street, Astoria, NY 11103","Indoor","GoLocker","40.7682078","-73.912233","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98791622999994 40.76471991000005)","1","Manhattan","104","3","67","47","12","9th Av and W 52nd St","Westside Home Center","28","S","778 9th Ave, New York, NY 10019","Outdoor","GoLocker","40.76471991","-73.98791623","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01109999999994 40.629200000000026)","3","Brooklyn","310","38","49","17","11","Fort Hamilton Pkwy and 68 St","GoLocker- 6723 Convenience Store","32","S","6723 Fort Hamilton Parkway Brooklyn NY 11219","Indoor","GoLocker","40.6292","-74.0111","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98791622999994 40.76471991000005)","1","Manhattan","104","3","67","47","12","9th Av and W 52nd St","Westside Home Center","55","M","778 9th Ave, New York, NY 10019","Outdoor","GoLocker","40.76471991","-73.98791623","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
